study;condition_arm1;condition_arm2;condition_arm1_details;condition_arm2_details;multi_arm1;multi_arm2;.g;.g_se;instrument;outcome_type;rating;mean_arm1;sd_arm1;n_arm1;mean_arm2;sd_arm2;n_arm2;mean_change_arm1;sd_change_arm1;n_change_arm1;mean_change_arm2;sd_change_arm2;n_change_arm2;event_arm1;totaln_arm1;event_arm2;totaln_arm2;precalc_g;precalc_g_se;baseline_m_arm1;baseline_sd_arm1;baseline_n_arm1;baseline_m_arm2;baseline_sd_arm2;baseline_n_arm2;itt_claimed;is_subscale;is_subsample;primary_study;single_study;year;time;time_weeks;disorder;disorder_details;mean_age;percent_women;percent_ethnicity;percent_collegeeducation;country;treatfreq_arm1;boosternum_arm1;boosterlength_arm1;comorbid_mental;.log_rr;.log_rr_se;.event_arm1;.event_arm2;.totaln_arm1;.totaln_arm2;.id
Possemato, 2016;mbsr;no treatment;primary care brief mindfulness training;primary care tau;NA;NA;0,43;0,31;ffmq act aware;msd;NA;27,10;7,91;20;24,00;6,44;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26,47;7,30;32;22,65;6,16;20;1;2;0;1;1;2016;post;4,00;ptsd;ptsd;46,40;12,90;17,70;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;possemato2016_msd_ffmqactaware_post_4.00_NA_mbsr_notreatment_NA_NA
Possemato, 2016;mbsr;no treatment;primary care brief mindfulness training;primary care tau;NA;NA;0,36;0,31;ffmq nonjudge;msd;NA;27,15;9,20;20;24,25;6,89;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25,59;8,38;32;24,50;6,68;20;1;4;0;1;1;2016;post;4,00;ptsd;ptsd;46,40;12,90;17,70;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;possemato2016_msd_ffmqnonjudge_post_4.00_NA_mbsr_notreatment_NA_NA
Possemato, 2016;mbsr;no treatment;primary care brief mindfulness training;primary care tau;NA;NA;0,46;0,31;ffmq nonreact;msd;NA;21,95;4,51;20;19,63;5,23;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,34;4,70;32;21,40;4,66;20;1;5;0;1;1;2016;post;4,00;ptsd;ptsd;46,40;12,90;17,70;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;possemato2016_msd_ffmqnonreact_post_4.00_NA_mbsr_notreatment_NA_NA
Pots, 2014;mbct;no treatment;mbct;waitlist;NA;NA;0,49;0,17;center for epidemiological studies;msd;NA;11,79;8,76;76;16,43;9,94;75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15,62;7,86;76;16,46;8,32;75;1;1;0;1;1;2014;post;11,00;depression;depression;47,93;78,10;NA;NA;netherlands;1,00;0;0;0;NA;NA;NA;NA;NA;NA;pots2014_msd_centerforepidemiologicalstudies_post_11.00_NA_mbct_notreatment_NA_NA
Pradhan, 2007;mbsr;no treatment;mbsr;waitlist;NA;NA;-0,07;0,26;scl;msd;NA;0,43;0,42;28;0,40;0,45;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,66;0,50;31;0,56;0,51;32;1;3;0;1;1;2007;post;8,00;pain;rheumatoid arthritis;54,48;87,30;25,40;61,90;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;pradhan2007_msd_scl_post_8.00_NA_mbsr_notreatment_NA_NA
Pradhan, 2007;mbsr;no treatment;mbsr;waitlist;NA;NA;0,16;0,26;scl;msd;NA;0,44;0,42;28;0,51;0,44;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,66;0,50;31;0,56;0,51;32;1;3;0;1;1;2007;fu;8,00;pain;rheumatoid arthritis;54,48;87,30;25,40;61,90;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;pradhan2007_msd_scl_fu_8.00_NA_mbsr_notreatment_NA_NA
Pradhan, 2007;mbsr;no treatment;mbsr;waitlist;NA;NA;-0,59;0,26;mindful attention awareness scale;msd;NA;4,34;0,85;28;4,85;0,85;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,33;0,95;31;4,73;0,96;32;1;2;0;1;1;2007;post;8,00;pain;rheumatoid arthritis;54,48;87,30;25,40;61,90;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;pradhan2007_msd_mindfulattentionawarenessscale_post_8.00_NA_mbsr_notreatment_NA_NA
Pradhan, 2007;mbsr;no treatment;mbsr;waitlist;NA;NA;-0,09;0,26;mindful attention awareness scale;msd;NA;4,76;0,74;28;4,83;0,77;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,33;0,95;31;4,73;0,96;32;1;2;0;1;1;2007;fu;8,00;pain;rheumatoid arthritis;54,48;87,30;25,40;61,90;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;pradhan2007_msd_mindfulattentionawarenessscale_fu_8.00_NA_mbsr_notreatment_NA_NA
Pradhan, 2007;mbsr;no treatment;mbsr;waitlist;NA;NA;-0,12;0,28;disease activity score in 28 joints;msd;NA;4,14;1,00;25;4,02;1,01;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,93;1,06;31;4,04;1,02;32;1;1;0;1;1;2007;post;8,00;pain;rheumatoid arthritis;54,48;87,30;25,40;61,90;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;pradhan2007_msd_diseaseactivityscorein28joints_post_8.00_NA_mbsr_notreatment_NA_NA
Pradhan, 2007;mbsr;no treatment;mbsr;waitlist;NA;NA;0,27;0,27;disease activity score in 28 joints;msd;NA;3,62;1,05;25;3,90;0,97;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,93;1,06;31;4,04;1,02;32;1;1;0;1;1;2007;fu;8,00;pain;rheumatoid arthritis;54,48;87,30;25,40;61,90;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;pradhan2007_msd_diseaseactivityscorein28joints_fu_8.00_NA_mbsr_notreatment_NA_NA
Rungreangkulkij, 2011;none;no treatment;mindfulness meditation;waitlist;NA;NA;1,72;0,29;9q depression measure;msd;NA;1,70;2,70;32;5,90;2,10;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,80;2,74;32;11,50;2,50;32;1;1;0;1;1;2011;post;6,00;depression;depression;48,50;93,75;100,00;NA;thailand;1,00;0;0;0;NA;NA;NA;NA;NA;NA;rungreangkulkij2011_msd_9qdepressionmeasure_post_6.00_NA_none_notreatment_NA_NA
Schmidt, 2011;mbsr;specific active control;mbsr;active control (progressive muscle relax);NA;active control (progressive muscle relax);-0,08;0,19;health related quality of life;msd;NA;12,64;2,98;53;12,89;3,43;56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,69;2,94;53;11,75;3,27;56;NA;6;0;0;0;2011;post;NA;pain;fibromyalgia;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;schmidt2011_msd_healthrelatedqualityoflife_post_NA_NA_mbsr_specificactivecontrol_NA_NA
Schmidt, 2011;mbsr;no treatment;mbsr;waitlist;NA;waitlist;0,26;0,19;health related quality of life;msd;NA;12,64;2,98;53;11,80;3,48;59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,69;2,94;53;11,67;3,18;59;NA;6;0;0;0;2011;post;NA;pain;fibromyalgia;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;schmidt2011_msd_healthrelatedqualityoflife_post_NA_NA_mbsr_notreatment_NA_NA
Schmidt, 2011;mbsr;specific active control;mbsr;active control (progressive muscle relax);NA;active control (progressive muscle relax);0,20;0,19;health related quality of life;msd;NA;12,83;3,06;53;12,16;3,61;56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,69;2,94;53;11,75;3,27;56;NA;6;0;0;0;2011;fu1;NA;pain;fibromyalgia;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;schmidt2011_msd_healthrelatedqualityoflife_fu1_NA_NA_mbsr_specificactivecontrol_NA_NA
Schmidt, 2011;mbsr;no treatment;mbsr;waitlist;NA;waitlist;0,17;0,19;health related quality of life;msd;NA;12,83;3,06;53;12,29;3,28;59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,69;2,94;53;11,67;3,18;59;NA;6;0;0;0;2011;fu1;NA;pain;fibromyalgia;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;schmidt2011_msd_healthrelatedqualityoflife_fu1_NA_NA_mbsr_notreatment_NA_NA
Schmidt, 2011;mbsr;specific active control;mbsr;active control (progressive muscle relax);NA;active control (progressive muscle relax);-0,25;0,19;ces;msd;NA;23,20;9,04;53;20,90;9,53;56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25,19;9,60;53;22,92;10,27;56;NA;2;0;0;0;2011;post;NA;pain;fibromyalgia;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;schmidt2011_msd_ces_post_NA_NA_mbsr_specificactivecontrol_NA_NA
Schmidt, 2011;mbsr;no treatment;mbsr;waitlist;NA;waitlist;0,10;0,19;ces;msd;NA;23,20;9,04;53;24,22;10,28;59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25,19;9,60;53;25,43;9,26;59;NA;2;0;0;0;2011;post;NA;pain;fibromyalgia;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;schmidt2011_msd_ces_post_NA_NA_mbsr_notreatment_NA_NA
Schmidt, 2011;mbsr;specific active control;mbsr;active control (progressive muscle relax);NA;active control (progressive muscle relax);0,08;0,19;ces;msd;NA;21,70;9,93;53;22,55;10,13;56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25,19;9,60;53;22,92;10,27;56;NA;2;0;0;0;2011;fu1;NA;pain;fibromyalgia;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;schmidt2011_msd_ces_fu1_NA_NA_mbsr_specificactivecontrol_NA_NA
Schmidt, 2011;mbsr;no treatment;mbsr;waitlist;NA;waitlist;0,23;0,19;ces;msd;NA;21,70;9,93;53;24,00;9,61;59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25,19;9,60;53;25,43;9,26;59;NA;2;0;0;0;2011;fu1;NA;pain;fibromyalgia;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;schmidt2011_msd_ces_fu1_NA_NA_mbsr_notreatment_NA_NA
Schmidt, 2011;mbsr;specific active control;mbsr;active control (progressive muscle relax);NA;active control (progressive muscle relax);0,02;0,19;pittsburgh sleep quality index;msd;NA;10,04;3,76;53;10,12;4,21;56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,31;3,45;53;11,37;4,24;56;NA;8;0;0;0;2011;post;NA;pain;fibromyalgia;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;schmidt2011_msd_pittsburghsleepqualityindex_post_NA_NA_mbsr_specificactivecontrol_NA_NA
Schmidt, 2011;mbsr;no treatment;mbsr;waitlist;NA;waitlist;0,15;0,19;pittsburgh sleep quality index;msd;NA;10,04;3,76;53;10,68;4,42;59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,31;3,45;53;11,12;4,36;59;NA;8;0;0;0;2011;post;NA;pain;fibromyalgia;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;schmidt2011_msd_pittsburghsleepqualityindex_post_NA_NA_mbsr_notreatment_NA_NA
Schmidt, 2011;mbsr;specific active control;mbsr;active control (progressive muscle relax);NA;active control (progressive muscle relax);0,06;0,19;pittsburgh sleep quality index;msd;NA;10,01;3,60;53;10,25;4,09;56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,31;3,45;53;11,37;4,24;56;NA;8;0;0;0;2011;fu1;NA;pain;fibromyalgia;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;schmidt2011_msd_pittsburghsleepqualityindex_fu1_NA_NA_mbsr_specificactivecontrol_NA_NA
Schmidt, 2011;mbsr;no treatment;mbsr;waitlist;NA;waitlist;0,09;0,19;pittsburgh sleep quality index;msd;NA;10,01;3,60;53;10,37;4,06;59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,31;3,45;53;11,12;4,36;59;NA;8;0;0;0;2011;fu1;NA;pain;fibromyalgia;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;schmidt2011_msd_pittsburghsleepqualityindex_fu1_NA_NA_mbsr_notreatment_NA_NA
Schmidt, 2011;mbsr;specific active control;mbsr;active control (progressive muscle relax);NA;active control (progressive muscle relax);0,35;0,19;freiburg mindfulness inventory;msd;NA;39,20;5,03;53;36,99;7,38;56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;36,38;6,10;53;35,86;7,81;56;NA;4;0;0;0;2011;post;NA;pain;fibromyalgia;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;schmidt2011_msd_freiburgmindfulnessinventory_post_NA_NA_mbsr_specificactivecontrol_NA_NA
Schmidt, 2011;mbsr;no treatment;mbsr;waitlist;NA;waitlist;0,62;0,19;freiburg mindfulness inventory;msd;NA;39,20;5,03;53;36,00;5,28;59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;36,38;6,10;53;36,67;6,64;59;NA;4;0;0;0;2011;post;NA;pain;fibromyalgia;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;schmidt2011_msd_freiburgmindfulnessinventory_post_NA_NA_mbsr_notreatment_NA_NA
Schmidt, 2011;mbsr;specific active control;mbsr;active control (progressive muscle relax);NA;active control (progressive muscle relax);0,38;0,19;freiburg mindfulness inventory;msd;NA;37,66;5,15;53;35,14;7,61;56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;36,38;6,10;53;35,86;7,81;56;NA;4;0;0;0;2011;fu1;NA;pain;fibromyalgia;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;schmidt2011_msd_freiburgmindfulnessinventory_fu1_NA_NA_mbsr_specificactivecontrol_NA_NA
Schmidt, 2011;mbsr;no treatment;mbsr;waitlist;NA;waitlist;0,24;0,19;freiburg mindfulness inventory;msd;NA;37,66;5,15;53;36,13;7,27;59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;36,38;6,10;53;36,67;6,64;59;NA;4;0;0;0;2011;fu1;NA;pain;fibromyalgia;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;schmidt2011_msd_freiburgmindfulnessinventory_fu1_NA_NA_mbsr_notreatment_NA_NA
Schmidt, 2011;mbsr;specific active control;mbsr;active control (progressive muscle relax);NA;active control (progressive muscle relax);0,10;0,19;giessen complaint questionnaire;msd;NA;42,01;10,63;53;43,41;15,76;56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;48,43;13,53;53;47,02;14,65;56;NA;5;0;0;0;2011;post;NA;pain;fibromyalgia;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;schmidt2011_msd_giessencomplaintquestionnaire_post_NA_NA_mbsr_specificactivecontrol_NA_NA
Schmidt, 2011;mbsr;no treatment;mbsr;waitlist;NA;waitlist;0,42;0,19;giessen complaint questionnaire;msd;NA;42,01;10,63;53;47,41;14,30;59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;48,43;13,53;53;48,36;14,79;59;NA;5;0;0;0;2011;post;NA;pain;fibromyalgia;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;schmidt2011_msd_giessencomplaintquestionnaire_post_NA_NA_mbsr_notreatment_NA_NA
Schmidt, 2011;mbsr;specific active control;mbsr;active control (progressive muscle relax);NA;active control (progressive muscle relax);0,09;0,19;giessen complaint questionnaire;msd;NA;42,63;12,20;53;43,91;15,10;56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;48,43;13,53;53;47,02;14,65;56;NA;5;0;0;0;2011;fu1;NA;pain;fibromyalgia;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;schmidt2011_msd_giessencomplaintquestionnaire_fu1_NA_NA_mbsr_specificactivecontrol_NA_NA
Schmidt, 2011;mbsr;no treatment;mbsr;waitlist;NA;waitlist;0,19;0,19;giessen complaint questionnaire;msd;NA;42,63;12,20;53;45,29;15,04;59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;48,43;13,53;53;48,36;14,79;59;NA;5;0;0;0;2011;fu1;NA;pain;fibromyalgia;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;schmidt2011_msd_giessencomplaintquestionnaire_fu1_NA_NA_mbsr_notreatment_NA_NA
Schmidt, 2011;mbsr;specific active control;mbsr;active control (progressive muscle relax);NA;active control (progressive muscle relax);0,11;0,19;fibromyalgia impact questionnaire;msd;NA;4,90;1,74;53;5,08;1,57;56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,84;1,37;53;5,50;1,68;56;NA;3;0;0;0;2011;post;NA;pain;fibromyalgia;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;schmidt2011_msd_fibromyalgiaimpactquestionnaire_post_NA_NA_mbsr_specificactivecontrol_NA_NA
Schmidt, 2011;mbsr;no treatment;mbsr;waitlist;NA;waitlist;0,25;0,19;fibromyalgia impact questionnaire;msd;NA;4,90;1,74;53;5,32;1,62;59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,84;1,37;53;5,65;1,86;59;NA;3;0;0;0;2011;post;NA;pain;fibromyalgia;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;schmidt2011_msd_fibromyalgiaimpactquestionnaire_post_NA_NA_mbsr_notreatment_NA_NA
Schmidt, 2011;mbsr;specific active control;mbsr;active control (progressive muscle relax);NA;active control (progressive muscle relax);0,05;0,19;fibromyalgia impact questionnaire;msd;NA;5,23;2,00;53;5,33;1,90;56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,84;1,37;53;5,50;1,68;56;NA;3;0;0;0;2011;fu1;NA;pain;fibromyalgia;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;schmidt2011_msd_fibromyalgiaimpactquestionnaire_fu1_NA_NA_mbsr_specificactivecontrol_NA_NA
Schmidt, 2011;mbsr;no treatment;mbsr;waitlist;NA;waitlist;0,03;0,19;fibromyalgia impact questionnaire;msd;NA;5,23;2,00;53;5,29;1,66;59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,84;1,37;53;5,65;1,86;59;NA;3;0;0;0;2011;fu1;NA;pain;fibromyalgia;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;schmidt2011_msd_fibromyalgiaimpactquestionnaire_fu1_NA_NA_mbsr_notreatment_NA_NA
Schmidt, 2011;mbsr;specific active control;mbsr;active control (progressive muscle relax);NA;active control (progressive muscle relax);0,20;0,19;pain perception scale;msd;NA;26,02;6,88;53;27,26;7,47;56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28,91;7,75;53;28,80;7,62;56;NA;7;0;0;0;2011;post;NA;pain;fibromyalgia;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;schmidt2011_msd_painperceptionscale_post_NA_NA_mbsr_specificactivecontrol_NA_NA
Schmidt, 2011;mbsr;no treatment;mbsr;waitlist;NA;waitlist;0,15;0,19;pain perception scale;msd;NA;26,02;6,88;53;27,13;6,77;59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28,91;7,75;53;28,71;6,66;59;NA;7;0;0;0;2011;post;NA;pain;fibromyalgia;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;schmidt2011_msd_painperceptionscale_post_NA_NA_mbsr_notreatment_NA_NA
Schmidt, 2011;mbsr;specific active control;mbsr;active control (progressive muscle relax);NA;active control (progressive muscle relax);0,14;0,19;pain perception scale;msd;NA;25,98;7,31;53;27,02;7,08;56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28,91;7,75;53;28,80;7,62;56;NA;7;0;0;0;2011;fu1;NA;pain;fibromyalgia;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;schmidt2011_msd_painperceptionscale_fu1_NA_NA_mbsr_specificactivecontrol_NA_NA
Schmidt, 2011;mbsr;no treatment;mbsr;waitlist;NA;waitlist;0,11;0,19;pain perception scale;msd;NA;25,98;7,31;53;26,91;7,20;59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28,91;7,75;53;28,71;6,66;59;NA;7;0;0;0;2011;fu1;NA;pain;fibromyalgia;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;schmidt2011_msd_painperceptionscale_fu1_NA_NA_mbsr_notreatment_NA_NA
Schuver, 2016;mbsr;specific active control;mindfulness-based yoga;walking group;NA;NA;-0,24;0,34;beck depression inventory;msd;NA;18,06;10,86;18;15,69;8,20;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26,20;6,60;18;26,50;5,50;16;0;1;0;1;1;2016;post;12,00;depression;depression;42,68;100,00;20,00;92,50;united states;0,67;NA;NA;0;NA;NA;NA;NA;NA;NA;schuver2016_msd_beckdepressioninventory_post_12.00_NA_mbsr_specificactivecontrol_NA_NA
Schuver, 2016;mbsr;specific active control;mindfulness-based yoga;walking group;NA;NA;-0,08;0,34;beck depression inventory;msd;NA;17,28;11,23;18;16,50;8,03;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26,20;6,60;18;26,50;5,50;16;0;1;0;1;1;2016;fu;12,00;depression;depression;42,68;100,00;20,00;92,50;united states;0,67;NA;NA;0;NA;NA;NA;NA;NA;NA;schuver2016_msd_beckdepressioninventory_fu_12.00_NA_mbsr_specificactivecontrol_NA_NA
Schuver, 2016;mbsr;specific active control;mindfulness-based yoga;walking group;NA;NA;0,55;0,35;ruminative response scale;msd;NA;41,94;8,04;18;47,56;11,93;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;60,20;10,38;18;58,45;9,61;16;0;2;0;1;1;2016;post;12,00;depression;depression;42,68;100,00;20,00;92,50;united states;0,67;NA;NA;0;NA;NA;NA;NA;NA;NA;schuver2016_msd_ruminativeresponsescale_post_12.00_NA_mbsr_specificactivecontrol_NA_NA
Schuver, 2016;mbsr;specific active control;mindfulness-based yoga;walking group;NA;NA;0,39;0,35;ruminative response scale;msd;NA;40,44;7,76;18;44,50;12,19;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;60,20;10,38;18;58,45;9,61;16;0;2;0;1;1;2016;fu;12,00;depression;depression;42,68;100,00;20,00;92,50;united states;0,67;NA;NA;0;NA;NA;NA;NA;NA;NA;schuver2016_msd_ruminativeresponsescale_fu_12.00_NA_mbsr_specificactivecontrol_NA_NA
Shahar, 2010;mbct;no treatment;mbct;waitlist;NA;NA;0,92;0,32;mindful attention awareness scale;msd;NA;3,95;0,66;26;3,31;0,72;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,63;0,79;26;3,73;0,63;19;NA;10;0;0;0;2010;post;NA;depression;depression;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;shahar2010_msd_mindfulattentionawarenessscale_post_NA_NA_mbct_notreatment_NA_NA
Shahar, 2010;mbct;no treatment;mbct;waitlist;NA;NA;1,14;0,33;beck depression inventory;msd;NA;4,62;3,45;26;11,68;8,44;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,10;6,10;26;10,16;6,20;19;NA;1;0;0;0;2010;post;NA;depression;depression;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;shahar2010_msd_beckdepressioninventory_post_NA_NA_mbct_notreatment_NA_NA
Shahar, 2010;mbct;no treatment;mbct;waitlist;NA;NA;0,25;0,30;ruminative response scale;msd;NA;2,04;0,48;26;2,24;0,75;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,26;0,63;26;2,16;0,70;19;NA;11;0;0;0;2010;post;NA;depression;depression;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;shahar2010_msd_ruminativeresponsescale_post_NA_NA_mbct_notreatment_NA_NA
Shallcross, 2015;mbct;specific active control;mbct;hep;NA;NA;-0,69;0,21;beck depression inventory;msd;NA;11,90;7,20;46;7,10;6,49;46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,10;7,50;46;11,90;6,60;46;1;1;0;1;1;2015;post;8,00;depression;depression;34,85;77,17;75,00;95,65;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;shallcross2015_msd_beckdepressioninventory_post_8.00_NA_mbct_specificactivecontrol_NA_NA
Shallcross, 2015;mbct;specific active control;mbct;hep;NA;NA;-0,31;0,21;beck depression inventory;msd;NA;8,20;6,90;46;6,20;5,70;46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,10;7,50;46;11,90;6,60;46;1;1;0;1;1;2015;fu1;8,00;depression;depression;34,85;77,17;75,00;95,65;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;shallcross2015_msd_beckdepressioninventory_fu1_8.00_NA_mbct_specificactivecontrol_NA_NA
Shallcross, 2015;mbct;specific active control;mbct;hep;NA;NA;0,03;0,21;beck depression inventory;msd;NA;7,00;6,10;46;7,20;6,00;46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,10;7,50;46;11,90;6,60;46;1;1;0;1;1;2015;fu2;8,00;depression;depression;34,85;77,17;75,00;95,65;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;shallcross2015_msd_beckdepressioninventory_fu2_8.00_NA_mbct_specificactivecontrol_NA_NA
Strauss, 2012;pbct;no treatment;person-based cognitive therapy;tau;NA;NA;0,74;0,39;southampton mindfulness questionnaire;msd;NA;37,57;18,58;14;25,57;12,29;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25,39;12,08;14;30,49;10,95;14;1;2;0;1;1;2012;post;12,00;depression;depression;43,00;71,43;NA;NA;uk;1,00;0;0;0;NA;NA;NA;NA;NA;NA;strauss2012_msd_southamptonmindfulnessquestionnaire_post_12.00_NA_pbct_notreatment_NA_NA
Strauss, 2012;pbct;no treatment;person-based cognitive therapy;tau;NA;NA;1,83;0,45;bdi;msd;NA;27,93;7,62;14;43,19;8,58;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;37,74;7,66;14;40,48;8,71;14;1;1;0;1;1;2012;post;12,00;depression;depression;43,00;71,43;NA;NA;uk;1,00;0;0;0;NA;NA;NA;NA;NA;NA;strauss2012_msd_bdi_post_12.00_NA_pbct_notreatment_NA_NA
